name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata
PRODUTORA E FORMADORA AUDIOVISUAL ARÊ SIGNOS,Produtora E Formadora Audiovisual Arê Signos,ChIJiZHbGL2XpgAR9hvSYRNDS-U,"R. IBIÁ, 119 - SANTO ANDRE, BELO HORIZONTE - MG, 31210-560",Belo Horizonte,,MG,BR,31210-560,-19.9065267,-43.9517909,Movie theater,,,bigquery,
Grupo Cine Sala Santa Isabel/SP,Grupo Cine Sala Santa Isabel/SP,ChIJi_WPKwApzJQRYbXjd25QPgo,"Ac. A Represa, 1000 - Chácaras Eldorado, Santa Isabel - SP, 12350-000, Brazil",Santa Isabel,,SP,BR,12350000,-23.2424557,-46.205772,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:19:05.146+00:00""}"
SHINEBOX PAINEL DE LED,Shinebox Painel De Led,ChIJi_g5TI5_GZURrjsV0bElpRU,"R. VINTE DE SETEMBRO, 11 - PARQUE 35, GUAÍBA - RS, 92500-000",Guaíba,,RS,BR,92500-000,-30.1033676,-51.3185395,Movie theater,,,bigquery,
CIC - CENTRO INTEGRADO DE CULTURA,Cic - Centro Integrado De Cultura,ChIJi_oe5azGmZQRMHRPs8WLsbw,"R. SETE, 995 - CENTRO, SANTA FÉ DO SUL - SP, 15775-000",Santa Fé do Sul,,SP,BR,15775-000,-20.2104933,-50.9261166,Movie theater,,,bigquery,
CINE UNIPLEX ITAPEVA,Cine Uniplex Itapeva,ChIJibjckIOSw5QRCE-B9Lrgcqo,"AV. PAULINA DE MORAIS, 590 - CENTRO, ITAPEVA - SP, 18407-110",Itapeva,,SP,BR,18407-110,-23.9866067,-48.8841511,Movie theater,,,bigquery,
Moviemax Igarassu,Moviemax Igarassu,ChIJicI7K3FrqwcRV18zdyW7INg,"Centro, Igarassu - PE, 53610-050, Brazil",Igarassu,,PE,BR,53610050,-7.8275913,-34.9094027,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:19:22.87+00:00""}"
JAYHAWK,Jayhawk,ChIJicmxTivzlQcRdjm3nS9Ugoo,"VIDEO, CATUNDA - STATE OF CEARÁ, 62297-000",Catunda,,CE,BR,62297-000,-4.7143044,-40.0760008,Movie theater,,,bigquery,
SHARKCINE,Sharkcine,ChIJicrhvHvj3JQRlyNVNi4Wq2g,"SHOPPING, AV. REP. ARGENTINA, 1927 - ÁGUA VERDE, CURITIBA - PR, 80620-010",Curitiba,,PR,BR,80620-010,-25.4638328,-49.290596,Movie theater,,,bigquery,
CINE MACAÉ,Cine Macaé,ChIJidD7YokwlgARhckj6wDE7gw,"AV. RUI BARBOSA, 1725 - ALTO DOS CAJUEIROS, MACAÉ - RJ, 27915-011",Macaé,,RJ,BR,27915-011,-22.3852108,-41.7754443,Movie theater,,,bigquery,
DARLING PUR,Darling Pur,ChIJidKH-Kn1zpQRxqpigCQX4I4,"AV. JARDIM JAPÃO - JARDIM BRASIL (ZONA NORTE), SÃO PAULO - SP, 02222-070",São Paulo,,SP,BR,02222-070,-23.4852853,-46.5786959,Movie theater,,,bigquery,
VILA GOMES,Vila Gomes,ChIJidjTJGKNupQRJKTKrOzBVmY,"R. LAUDEMIRO CLEMENTINO, 551 - JARDIM SANTA RITA, IGARAPAVA - SP, 14540-000",Igarapava,,SP,BR,14540-000,-20.0361816,-47.7385922,Movie theater,,,bigquery,
CINEFLIX - MARINGÁ PARK,Cineflix - Maringá Park,ChIJifLlQyrR7JQRyWrADYdyTGE,"AV. SÃO PAULO, 1099 - CENTRO, MARINGÁ - PR, 87013-931",Maringá,,PR,BR,87013-931,-23.4224147,-51.932962,Movie theater,,,bigquery,
CINE ALVORADA,Cine Alvorada,ChIJifNJzhtXpQARLJqSybN_VYo,"AV. GERALDO INÁCIO, 874 - MELO VIANA, CEL. FABRICIANO - MG, 35170-150",Coronel Fabriciano,,MG,BR,35170-150,-19.4987784,-42.6305476,Movie theater,,,bigquery,
ARCOPLEX,Arcoplex,ChIJifnazn6_4pQRA92uU9W1kgg,"BELLA CITTÀ - R. CEL. CHICUTA, 355 - CENTRO, PASSO FUNDO - RS, 99025-400",Passo Fundo,,RS,BR,99025-400,-28.2622212,-52.409722,Movie theater,,,bigquery,
COLETIVO.DOC,Coletivo.doc,ChIJiwngFnx5GZURpKTjSf03vqY,"R. SANTOS DUMONT, 577/111 - FLORESTA, PORTO ALEGRE - RS, 90230-241",Porto Alegre,,RS,BR,90230-241,-30.0167243,-51.2082884,Movie theater,,,bigquery,
CINE LIVRARIA CULTURA,Cine Livraria Cultura,ChIJiwqIcM1ZzpQRPwQCbea7Jl0,"BAIXO AUGUSTA, SÃO PAULO - STATE OF SÃO PAULO, 01310-200",São Paulo,,SP,BR,01310-200,-23.5590424,-46.6602366,Movie theater,,,bigquery,
INTERVALO CINEMA E VIDEO,Intervalo Cinema E Video,ChIJiyBqLDvyoAARpULVDSRpuNk,"AV. AMÉRICO PAOLINELLI, 71 - CENTRO, CARMÓPOLIS DE MINAS - MG, 35534-000",Carmópolis de Minas,,MG,BR,35534-000,-20.5406735,-44.6347718,Movie theater,,,bigquery,
CINEPRACINHA,Cinepracinha,ChIJj-d19hJTzpQRS7kOYxmOs2g,"CHACARA NOSSA SRA. DO BOM CONSELHO, SÃO PAULO - STATE OF SÃO PAULO, 05763-470",São Paulo,,SP,BR,05763-470,-23.6455985,-46.7589652,Movie theater,,,bigquery,
CINEMA GRATIS,Cinema Gratis,ChIJj1BeW2SVpgARrnLt-0Zyk5Y,"RUA QUINZE, 309 - MILANEZ, CONTAGEM - MG, 32141-092",Contagem,,MG,BR,32141-092,-19.9079787,-44.0275277,travel_agency,,,bigquery,
CINEART,Cineart,ChIJj1dcE424y5QRGDB0ZvT6nec,"ROD. JUSCELINO KUBITSCHEK DE OLIVEIRA, 459 - POUSO ALEGRE, MG, 37550-000",Pouso Alegre,,MG,BR,37550-000,-22.2375089,-45.8863464,Movie theater,,,bigquery,
CINE CENTER - ANTIGO CINE POPULAR,Cine Center - Antigo Cine Popular,ChIJj2tN1ChDzpQR9tNkib8X2A0,"R. SANTA FILOMENA, 345 - CENTRO, SÃO BERNARDO DO CAMPO - SP, 09710-060",São Bernardo do Campo,,SP,BR,09710-060,-23.7022327,-46.5509537,Movie theater,,,bigquery,
CONTÉM CULTURA IPABA,Contém Cultura Ipaba,ChIJj3Nb_z0FsAARd4P9Hg8ltRc,"IPABA, STATE OF MINAS GERAIS, 35198-000",Ipaba,,MG,BR,35198-000,-19.412008,-42.420063,Movie theater,,,bigquery,
CINE TEATRO ANÍSIO TEIXEIRA,Cine Teatro Anísio Teixeira,ChIJj3fgNFTVRAcR_9XrYSjAO7E,"R. DURVAL CASTRO, 74-128 - CAETITÉ, BA, 46400-000",Caetité,,BA,BR,46400-000,-14.068996,-42.4842894,Movie theater,,,bigquery,
DANDARA OHANA FILMES,Dandara Ohana Filmes,ChIJj3uTDFd_mQARnH8u-DAPBPA,"EE - LARANJEIRAS, RIO DE JANEIRO - RJ, 22241-000",Rio de Janeiro,,RJ,BR,22241-000,-22.9363012,-43.1919632,Movie theater,,,bigquery,
CINEFLIX CINEMAS,Cineflix Cinemas,ChIJj5kxHIlKzJQRRfFkL70dYM4,"AVENIDA ANDRÔMEDA, 227 SALA: 132 - SHOPPING VALE SUL, SÃO JOSÉ DOS CAMPOS - SP, 12230-000",São José dos Campos,,SP,BR,12230-000,-23.2166601,-45.891916,Movie theater,,,bigquery,
HEART OF THE JUNGLE,Heart Of The Jungle,ChIJj6EnllRYzpQREVoRoh1CBPA,"R. SÃO BENTO, 181 - CENTRO HISTÓRICO DE SÃO PAULO, SÃO PAULO - SP, 01011-000",São Paulo,,SP,BR,01011-000,-23.5474542,-46.6360888,Movie theater,,,bigquery,
CINEMAX PIRAJU,Cinemax Piraju,ChIJj98RepSqwZQRvDWtrfKHKiw,"RUA DR WASHINGTON O OLIVEIRA, 660 - CENTRO, PIRAJU - SP, 18800-057",Piraju,,SP,BR,18800-057,-23.1963536,-49.383047,Movie theater,,,bigquery,
RITH PRODUTORA,Rith Produtora,ChIJj98WqKj_rwARE9Lpwk9rrps,"R. CASTRO ALVES, 509 A - CIDADE NOBRE, IPATINGA - MG, 35162-360",Ipatinga,,MG,BR,35162-360,-19.465189,-42.5645846,Movie theater,,,bigquery,
Cine Inter Pedreiras,Cine Inter Pedreiras,ChIJjQ8_9liRiQcReOKa6XBoW2M,"Rod. João do Vale, Pedreiras - MA, 65725-000, Brazil",Pedreiras,,MA,BR,65725000,-4.5811773,-44.5807677,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:18:20.023+00:00""}"
"Escola de Teatro, Novela e Cinema","Escola de Teatro, Novela e Cinema",ChIJjZVgaakfqwcRy2yECrdE60g,"Paratibe, Recife - PE, 51020-370",Recife,,PE,BR,51020370,-8.1283048,-34.9013266,"educational_institution,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""educational_institution"",""point_of_interest"",""establishment""],""rating"":null}"
DEBY MARQUES,Deby Marques,ChIJjZiF-w53GZURfyd6j4RRJ2M,"RUA TENENTE ARY TARRAGÔ, 1720/113 - JARDIM ITU, PORTO ALEGRE - RS, 91225-001",Porto Alegre,,RS,BR,91225-001,-30.0270502,-51.1321003,Movie theater,,,bigquery,
FLAMENGUINHO / JD. PIRATININGA,Flamenguinho / Jd. Piratininga,ChIJj_SUWur_zpQRqi8Rwh7oj1c,"R. DOS EMANCIPADORES - PIRATININGA, OSASCO - SP, 02675-031",Osasco,,SP,BR,02675-031,-23.5127218,-46.8040983,Movie theater,,,bigquery,
VITORIA DO BEM,Vitoria Do Bem,ChIJj_zcXbSVmQARC60aBpNoFY8,"R. RETIRO, 1201 - CENTRO, ITABORAÍ - RJ, 24860-000",Itaboraí,,RJ,BR,24860-000,-22.8232665,-42.8809911,Movie theater,,,bigquery,
OCA FILMES,Oca Filmes,ChIJjaaqPQt_mQARrRZrKrKTW_4,"R. CAMPO BELO - LARANJEIRAS, RIO DE JANEIRO - RJ, 22221-110",Rio de Janeiro,,RJ,BR,22221-110,-22.9294865,-43.1896989,Movie theater,,,bigquery,
CINEDUC CINEMA E EDUCAÇÃO,Cineduc Cinema E Educação,ChIJjbTUd9-BmQARkvZyi_tlYvQ,"R. DAS LARANJEIRAS, 319 - LARANJEIRAS, RIO DE JANEIRO - RJ, 22240-004",Rio de Janeiro,,RJ,BR,22240-004,-22.9354928,-43.1889364,Movie theater,,,bigquery,
ALEPH CINEMA,Aleph Cinema,ChIJjeTOfUhYzpQRHZUEZM4gAag,"R. DR. CESÁRIO MOTA JÚNIOR, 429 - CENTRO HISTÓRICO DE SÃO PAULO, SÃO PAULO - SP, 01221-020",São Paulo,,SP,BR,01221-020,-23.5439895,-46.6489941,Movie theater,,,bigquery,
"Animais, Cinema e Cia","Animais, Cinema e Cia",ChIJjelbC4erz5QRu7baT1-ZdKk,"Estr. do Capuava, 3236 - Chácara Ondas Verdes, Cotia - SP, 06715-725, Brazil",Cotia,,SP,BR,06715725,-23.6166534,-46.8768552,"tourist_attraction,pet_care,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""tourist_attraction"", ""pet_care"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:18:15.088+00:00""}"
CINE CLUBE VITRINE,Cine Clube Vitrine,ChIJjyPZB9RZzpQRv-uirZvMdWA,"CERQUEIRA CÉSAR, SÃO PAULO - STATE OF SÃO PAULO, 01412-100",São Paulo,,SP,BR,01412-100,-23.5632084,-46.6658037,Movie theater,,,bigquery,
PIPOCAS ABENÇOADAS,Pipocas Abençoadas,ChIJjzkxZlThmwARAIMsSXt5IrQ,"R. CAROBINHA, 1007 - CAMPO GRANDE, RIO DE JANEIRO - RJ, 23097-600",Rio de Janeiro,,RJ,BR,23097-600,-22.8539085,-43.5333411,Movie theater,,,bigquery,
ESCRITÓRIO DO URSO,Escritório Do Urso,ChIJk-efV0RVFgcRODhAK6AWeH0,"UNNAMED ROAD, MATA DE SÃO JOÃO - BA, 48280-000",Mata de São João,,BA,BR,48280-000,-12.5703808,-38.0423078,Movie theater,,,bigquery,
Cine Teatro Cultura,Cine Teatro Cultura,ChIJk0dWHjvGqQcR19G7aR_XsCc,"R. João Monteiro Cândido Mergulhão, 66 - Centro, Belo Jardim - PE, 55150-000",Belo Jardim,,PE,BR,55150000,-8.3349183,-36.424084799999996,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""movie_theater"",""point_of_interest"",""establishment""],""rating"":null}"
FESTIVAL DE CINEMA DE CATAS ALTAS,Festival De Cinema De Catas Altas,ChIJk1NV0feZpgAR_JXa-YC42ew,"PRAÇA MONSENHOR MENDES, 136 - CENTRO, CATAS ALTAS - MG, 35969-000",Catas Altas,,MG,BR,35969-000,-20.0749979,-43.4077625,Festival,,,bigquery,
GURPO LONDRI FILMES,Gurpo Londri Filmes,ChIJk1uKGEpF65QRO83ThulhHPo,"86030-030 - CONJ. VIVI XAVIER, LONDRINA - PR",Londrina,,PR,BR,86030-030,-23.2550441,-51.1746801,Movie theater,,,bigquery,
TEXCINE,Texcine,ChIJk3_ez8dFpJQR3cU4cgQzFDY,"R. TEN. VIRMONDES, 997 - CENTRO, UBERLÂNDIA - MG, 38400-110",Uberlândia,,MG,BR,38400-110,-18.9208524,-48.2723971,Movie theater,,,bigquery,
CINESTAR SHOPPING DOM PEDRO,Cinestar Shopping Dom Pedro,ChIJk3ffYvHs3JQRlhk19MUAhAw,"R. NILO FÁVARO, 117 - CENTRO, QUATRO BARRAS - PR, 83420",Quatro Barras,,PR,BR,,-25.3695066,-49.074806,Movie theater,,,bigquery,
CINEMA DO DRAGÃO,Cinema Do Dragão,ChIJk4eYwzxJxwcReRF_xN6slGw,"R. DRAGÃO DO MAR, 81 - PRAIA DE IRACEMA, FORTALEZA - CE, 60060-195",Fortaleza,,CE,BR,60060-195,-3.7213865,-38.5204406,Movie theater,,,bigquery,
FORA DO AR,Fora Do Ar,ChIJk5oSE1FYzpQR7UTYBrsI73c,"GALERIA DO ROCK - AV. SÃO JOÃO, 439 - CENTRO HISTÓRICO DE SÃO PAULO, SÃO PAULO - SP, 01035-000",São Paulo,,SP,BR,01035-000,-23.5435747,-46.6386687,Movie theater,,,bigquery,
SATO CINEMA,Sato Cinema,ChIJk7PEBGJZzpQR_x1vRs7Aud0,"R. SÃO JOAQUIM, 381 - LIBERDADE, SÃO PAULO - SP, 01508-001",São Paulo,,SP,BR,01508-001,-23.5612483,-46.6351323,Movie theater,,,bigquery,
GABS,Gabs,ChIJk8IwLnnlmwARhIITV6EST-o,"R. GUARUJÁ, 9 - QUADRA 3 - CAMPO GRANDE, RIO DE JANEIRO - RJ, 23060-666",Rio de Janeiro,,RJ,BR,23060-666,-22.9135747,-43.6181275,Movie theater,,,bigquery,
ESCRITÓRIO CANAL EM TOCA,Escritório Canal Em Toca,ChIJk98dNQEVFgcR654AJx34Ags,"VIA MARGINAL II - POLO HAB. LITORAL NORTE, LAURO DE FREITAS - BA, 42700-000",Lauro de Freitas,,BA,BR,42700-000,-12.8783522,-38.3317877,Movie theater,,,bigquery,
CINEPLUS - CAMPO LARGO,Cineplus - Campo Largo,ChIJk9sLG0nk3JQRGBHSmKtq_7c,"R. XV DE NOVEMBRO, 2295 - CENTRO, CAMPO LARGO - PR, 83601-030",Campo Largo,,PR,BR,83601-030,-25.4590854,-49.5301628,Movie theater,,,bigquery,
CASA DOS LAPLACA,Casa Dos Laplaca,ChIJkQzm7Pv5zpQRw0qykxajEPo,"BRASILÂNDIA, SÃO PAULO - STATE OF SÃO PAULO, 02675-031",São Paulo,,SP,BR,02675-031,-23.4728163,-46.6859657,Movie theater,,,bigquery,
COLECIONADORES DE FILMES RAROS,Colecionadores De Filmes Raros,ChIJkRTGIAwfzpQRTI9uxE6nfOA,"RUA PAULA NEY, 366 - CIDADE OCIAN, PRAIA GRANDE - SP, 11704-180",Praia Grande,,SP,BR,11704-180,-24.0262327,-46.4737318,Movie theater,,,bigquery,
FALCON PRODUTORA,Falcon Produtora,ChIJkR_nbQ0bFgcR3XyT6u_-WQ4,"R. SILVEIRA MARTINS, 4365 - CABULA, SALVADOR - BA, 41150-000",Salvador,,BA,BR,41150-000,-12.9619311,-38.444963,Movie theater,,,bigquery,
CIRCUITO CINEMAS LIMEIRA,Circuito Cinemas Limeira,ChIJkTNdAcsrxpQRkbLZogrLRgw,"R. MARIA JOSÉ BATISTELA RIBEIRO, 4500 - JARDIM RES. VILLAGE, LIMEIRA - SP, 13482-715",Limeira,,SP,BR,13482-715,-22.5801503,-47.4547071,Movie theater,,,bigquery,
CINE SÃO CARLOS,Cine São Carlos,ChIJkUv4WCR3uJQR4EhGNzeYuIA,"R. MAJ. JOSÉ INÁCIO, 2154 - CENTRO, SÃO CARLOS - SP, 13560-160",São Carlos,,SP,BR,13560-160,-22.0169868,-47.8894043,Movie theater,,,bigquery,
KINOPLEX VALE SUL,Kinoplex Vale Sul,ChIJkYpfvYhKzJQRDvd7Xb5aDLo,"AV. ANDRÔMEDA, 227 - JARDIM SATÉLITE, SÃO JOSÉ DOS CAMPOS - SP, 12230-000",São José dos Campos,,SP,BR,12230-000,-23.2169083,-45.8907722,Movie theater,,,bigquery,
2G ESTUDIO,2g Estudio,ChIJkZ7gjRpazpQRnLLFbWH5c04,"ALAMEDA DOS JURUPIS, 452 - MOEMA, SÃO PAULO - SP, 04088-001",São Paulo,,SP,BR,04088-001,-23.6033626,-46.6591176,Movie theater,,,bigquery,
CINEMAIS,Cinemais,ChIJk_IQRkPQupQRoSIspLsAHRQ,"AV. SANTA BEATRIZ DA SILVA, 1501 - LOJA 177 - SÃO BENEDITO, UBERABA - MG, 38020-433",Uberaba,,MG,BR,38020-433,-19.7661781,-47.9509741,Movie theater,,,bigquery,
CULTURE HOUSE CASSIA AFONSO DE ALMEIDA,Culture House Cassia Afonso De Almeida,ChIJk_tmrOMnpwARVNbujHo4mFY,"R. PREF. ALCIDES CUNHA, 4 - CONCENZA, MATEUS LEME - MG, 35670-000",Mateus Leme,,MG,BR,35670-000,-19.9853717,-44.4283621,Movie theater,,,bigquery,
COMPTOM CINEMA E VIDEO,Comptom Cinema E Video,ChIJka1q9Sv2zpQRUksYP_mCT4Y,"RUA HENRIQUE BERNARDELLI, 83 - SANTANA, SÃO PAULO - SP, 02013-010",São Paulo,,SP,BR,02013-010,-23.503243,-46.628147,Movie theater,,,bigquery,
CINE CORAL,Cine Coral,ChIJkarolcx1tZQRMZncnTeKuKw,"BOA ESPERANÇA - STATE OF MINAS GERAIS, 37170-000",Boa Esperança,,MG,BR,37170-000,-21.091571,-45.563892,Movie theater,,,bigquery,
AUREA CINE,Aurea Cine,ChIJkbDUDPy3lZQRTaCrlCR57wc,"R. NHAMBIQUARAS, 130 - CENTRO, TUPÃ - SP, 17600-060",Tupã,,SP,BR,17600-060,-21.9356063,-50.5209923,Movie theater,,,bigquery,
GOBLIN FILMES- PRODUTORA AUDIOVISUAL,Goblin Filmes- Produtora Audiovisual,ChIJkdAjlLGZpgARp9_vODAB3_U,"R. RAMALHETE, 55 - SERRA, BELO HORIZONTE - MG, 30210-500",Belo Horizonte,,MG,BR,30210-500,-19.9489894,-43.9245046,Movie theater,,,bigquery,
Cinesystem Pátio Center,Cinesystem Pátio Center,ChIJkdbyDgAZqwcRbEv3JbMgZVg,"R. da União, 367 - Boa Vista, Recife - PE, 50050-055",Recife,,PE,BR,50050055,-8.058646999999999,-34.880597,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""movie_theater"",""point_of_interest"",""establishment""],""rating"":null}"
CINE 6D,Cine 6d,ChIJkeocsS29yJQR1SX0IoOiln0,"AV. REBOUÇAS, 3400 - PARQUE HONGARO, SUMARÉ - SP, 13171-065",Sumaré,,SP,BR,13171-065,-22.8305065,-47.2660661,Movie theater,,,bigquery,
FILMES & FILMES,Filmes & Filmes,ChIJkezMGiCXpgAR1D_rM4i22Vw,"R. PASTOR BELMIRO AMORIM, 285 - VISTA ALEGRE, BELO HORIZONTE - MG, 30516-250",Belo Horizonte,,MG,BR,30516-250,-19.9525978,-43.9909219,Movie theater,,,bigquery,
EMPRESA CINEMA ARCO ÍRIS,Empresa Cinema Arco Íris,ChIJkwKjdyf2l5QRzKiM3rq36ow,"AV. LITÉRIO GRECCO, 600 - VILA SAO FRANCISCO, FERNANDÓPOLIS - SP, 15600-000",Fernandópolis,,SP,BR,15600-000,-20.2721215,-50.2572288,Movie theater,,,bigquery,
SINDICATO DOS TRABALHADORES NA INDÚSTRIA CINEMATOGRÁFICA,Sindicato Dos Trabalhadores Na Indústria Cinematográfica,ChIJkygDdTl4GZUR8SF1_8NfTYA,R. VICENTE DA FONTOURA  2222 - RIO BRANCO  PORTO ALEGRE - RS  90640-002  BRAZIL,Porto Alegre,,RS,BR,90640-002,-30.0425905,-51.1966276,"point_of_interest,establishment",,,bigquery,
CINE ARAÚJO - BOTUCATU,Cine Araújo - Botucatu,ChIJkywAa2TfxpQRGflcv45501Y,"SHOPPING BOULEVARD CIDADE, R. AZALÉIA, 399 - LOJA 36 - CHÁCARA FLORESTA, BOTUCATU - SP, 18603-550",Botucatu,,SP,BR,18603-550,-22.8862906,-48.4523467,Movie theater,,,bigquery,
CINE RITZ LAFAIETE,Cine Ritz Lafaiete,ChIJl-J9nNNhoQARWlA_6UAzz48,"R. DIAS DE SOUZA, 30 - CENTRO, CONSELHEIRO LAFAIETE - MG, 36400-080",Conselheiro Lafaiete,,MG,BR,36400-080,-20.6595678,-43.7946244,Movie theater,,,bigquery,
REPLAY VIDEO LOCADORA,Replay Video Locadora,ChIJl1IVo3OZyJQR7qCwuf4eSDQ,"R. ÉDSON VENÂNCIO CARCILIANO, 42 - JARDIM EUROPA, NOVA ODESSA - SP, 13460-000",Nova Odessa,,SP,BR,13460-000,-22.7789052,-47.3011285,Movie theater,,,bigquery,
CINE GLOBO CRUZ ALTA,Cine Globo Cruz Alta,ChIJl1xLn_SX_ZQR0YhL5lEGDeo,"R. VOLUNTÁRIOS DA PÁTRIA, 550 - 3º ANDAR - CENTRO, CRUZ ALTA - RS, 98025-770",Cruz Alta,,RS,BR,98025-770,-28.6395815,-53.6024235,Movie theater,,,bigquery,
CINE ITAÚNA,Cine Itaúna,ChIJl3u_plCRugARgJvL2oS6yE8,"R. CEL. PEDRO MARTINS, 26 - CENTRO, CARATINGA - MG, 35300-047",Caratinga,,MG,BR,35300-047,-19.7888657,-42.1397942,Movie theater,,,bigquery,
LOCADORA VALMIR,Locadora Valmir,ChIJlQ13bquSNwcRkK5vJFt8Abw,"R. ADÍLSON SILVA, 85-135, PAU BRASIL - BA, 45890-000",Pau Brasil,,BA,BR,45890-000,-15.4643817,-39.6499295,Movie theater,,,bigquery,
APTO DA GLACY,Apto Da Glacy,ChIJlQgVfVXR8pQREpINTfbBazE,"AV. MARINGÁ, 5052 - ZONA III, UMUARAMA - PR, 87502-080",Umuarama,,PR,BR,87502-080,-23.7580998,-53.3020325,Movie theater,,,bigquery,
CASA DO VINE,Casa Do Vine,ChIJlQoXn5xH8JQRg4i5vi3d01o,"AV. MÉXICO, 746 - CENTRO SUL, DOIS VIZINHOS - PR, 85660-000",Dois Vizinhos,,PR,BR,85660-000,-25.7578355,-53.0581049,Movie theater,,,bigquery,
CINE TUPY,Cine Tupy,ChIJlR7Oy3MFFgcRAlQAmymqUCg,"BAIXA DOS SAPATEIROS, SALVADOR - STATE OF BAHIA, 40045-125",Salvador,,BA,BR,40045-125,-12.9687396,-38.5051583,Movie theater,,,bigquery,
AVELAR HD HOME CINEMA,Avelar Hd Home Cinema,ChIJlS8vso-XpgARzCRT8itC6fM,"AV. BENTO SIMÃO, 188 - SÃO BENTO, BELO HORIZONTE - MG, 30350-750",Belo Horizonte,,MG,BR,30350-750,-19.9557312,-43.9517188,Home theater store,,,bigquery,
CINE ART PALÁCIO CENTRO,Cine Art Palácio Centro,ChIJlSFTa1FYzpQR6E3FxYWdfs8,"AV. SÃO JOÃO, 419 - CENTRO HISTÓRICO DE SÃO PAULO, SÃO PAULO - SP, 01035-000",São Paulo,,SP,BR,01035-000,-23.5437836,-46.6383024,Movie theater,,,bigquery,
TODOS SÃO PAULO,Todos São Paulo,ChIJlSsHg4_5zpQRmDL3LM0TXa8,"R. ADELE ZARZUR, 235 - VILA PIRITUBA, SÃO PAULO - SP, 02971-000",São Paulo,,SP,BR,02971-000,-23.4858325,-46.7112745,Movie theater,,,bigquery,
CINESIM SERVIÇO E COMÉRCIO PARA LAZER E DIVERSÃO,Cinesim Serviço E Comércio Para Lazer E Diversão,ChIJlT0Fowf63JQR5sKVshI3D-g,"RUA DONA IZABEL A REDENTORA, 1434 - CENTRO, SÃO JOSÉ DOS PINHAIS - PR, 83005-010",São José dos Pinhais,,PR,BR,83005-010,-25.5382211,-49.2044033,Movie theater,,,bigquery,
CINE BOM VIZINHO LIMOEIRO DO NORTE,Cine Bom Vizinho Limoeiro Do Norte,ChIJlUMpIk3QuwcRFVYzyLNmj5g,"RUA ERBAS CAVALCANTE PINHEIRO 50 - CENTRO COMERCIAL, LIMOEIRO DO NORTE - CE, 62930-000",Limoeiro do Norte,,CE,BR,62930-000,-5.16143,-38.10663,Movie theater,,,bigquery,
GRUPO CINE - EUSÉBIO,Grupo Cine - Eusébio,ChIJlUVhM_lbxwcRD3_wPHTHqec,"SHOPPING, EUSÉBIO - CE",Eusébio,,CE,BR,,-3.8708347,-38.4672708,Movie theater,,,bigquery,
SEDE UNIÃO,Sede União,ChIJlUk5NRp5oQcRBzrepVvJMOY,"R. SR. DO BONFIM, 516 - JOÃO CABRAL, JUAZEIRO DO NORTE - CE, 63050-730",Juazeiro do Norte,,CE,BR,63050-730,-7.2317626,-39.3194318,Movie theater,,,bigquery,
CAPELA SAO JOAO BATISTA,Capela Sao Joao Batista,ChIJlV1QZQbZlZQR_ngVJZjugXc,"RUA BECHARA CHAIN - MARCOS153, SP",Santópolis do Aguapeí,,SP,BR,,-21.6380465,-50.5048436,Movie theater,,,bigquery,
CINPOLIS LARGO 13,Cinpolis Largo 13,ChIJlWr92qpRzpQRt26uxgbBtsY,SANTO AMARO  SÃO PAULO - SP  BRASIL,São Paulo,,SP,BR,,-23.6526271,-46.7099787,"movie_theater,point_of_interest,establishment",,,bigquery,
CINEMA ASSENTAMENTO POÇO,Cinema Assentamento Poço,ChIJl_EtI1zXOQcRyki-1dWSOlI,"SANTA LUZIA, STATE OF BAHIA, 45865-000",Santa Luzia,,BA,BR,45865-000,-15.3887547,-39.1661362,Outdoor movie theater,,,bigquery,
SURTO NA TELA,Surto Na Tela,ChIJl_YkofHxmwARgw6GENFMwss,"ESTR. DO MAGARÇA, 4054 - CAMPO GRANDE, RIO DE JANEIRO - RJ, 23035-380",Rio de Janeiro,,RJ,BR,23035-380,-22.9526386,-43.6080853,Movie theater,,,bigquery,
